union_id,union_name,thana_id
10040913,AMTALI,100409
10040987,KUKUA,100409
10040906,"WARD NO-06",100409
10040947,CHOWRA,100409
10040904,"WARD NO-04",100409
10040923,ATHARAGASHIA,100409
10040915,ARPANGASHIA,100409
10040971,HALDIA,100409
10040963,GULISAKHALI,100409
10041923,BAMNA,100419
10041947,BUKABUNIA,100419
10041971,DAUATALA,100419
10041995,RAMNA,100419
10042806,"WARD NO-06",100428
10042876,KEORABUNIA,100428
10042828,BARGUNA,100428
10042817,"AYLA PATAKATA",100428
10042847,DHALUA,100428
10042895,NALTONA,100428
10042819,BADARKHALI,100428
10042866,GAURICHANNA,100428
10042885,M.BALIATALI,100428
10042808,"WARD NO-08",100428
10042809,"WARD NO-09",100428
10042801,"WARD NO-01",100428
10042802,"WARD NO-02",100428
10042805,"WARD NO-05",100428
10042838,"BURIR CHAR",100428
10042857,PHULJHURY,100428
10042803,"WARD NO-03",100428
10042804,"WARD NO-04",100428
10044711,BETAGI,100447
10044783,SARISHAMURI,100447
10044759,KAZIRABAD,100447
10044771,MOKAMIA,100447
10044735,"BURA MAZUMDAR",100447
10044707,"WARD NO-07",100447
10044723,BIBICHINI,100447
10044747,HOSNABAD,100447
10044703,"WARD NO-03",100447
10044704,"WARD NO-04",100447
10044705,"WARD NO-05",100447
10048547,KANTHALTALI,100485
10048535,KALMEGHA,100485
10048571,PATHARGHATA,100485
10048523,KAKCHIRA,100485
10048511,"CHAR DUANI",100485
10048502,"WARD NO-02",100485
10048583,RAIHANPUR,100485
10048506,"WARD NO-06",100485
10048559,"NACHNA PARA",100485
10048503,"WARD NO-03",100485
10048508,"WARD NO-08",100485
10049094,"PONCHA KORALIA",100490
10049079,KARAIBARIA,100490
10049043,"CHHOTA BAGI",100490
10049039,BARABAGI,100490
10049095,SARIKKHALI,100490
10049096,SONAKATA,100490
10049091,NISHANBARIA,100490
10060287,RATNAPUR,100602
10060215,BAKAL,100602
10060247,GAILA,100602
10060279,RAJIHER,100602
10060213,BAGDHA,100602
10060340,DEHERGATI,100603
10060354,KEDARPUR,100603
10060313,"JAHANGIR NAGAR(AGARPUR)",100603
10060381,RAHMATPUR,100603
10060327,CHANDPASHA,100603
10060367,"MADHAB PASHA",100603
10060727,DARIAL,100607
10060794,RANGASREE,100607
10060712,"BHAR PASHA",100607
10060774,NALUA,100607
10060733,DUDHAL,100607
10060788,"PADRI SHIBPUR",100607
10060702,"WARD NO-02",100607
10060713,CHARADI,100607
10060720,"CHAR AMADDI",100607
10060705,"WARD NO-05",100607
10060704,"WARD NO-04",100607
10060754,GARURIA,100607
10060781,NIAMATI,100607
10060761,KABAI,100607
10060740,"DURGA PASHA",100607
10060767,KALASKATI,100607
10060747,FARIDPUR,100607
10060706,"WARD NO-06",100607
10061063,"SALIA BAKPUR",100610
10061010,BANARIPARA,100610
10061073,SAIDKATI,100610
10061002,"WARD NO-02",100610
10061042,CHAKHAR,100610
10061021,BAISARI,100610
10061052,ILUHAR,100610
10061005,"WARD NO-05",100610
10061009,"WARD NO-09",100610
10061031,BISARKANDI,100610
10061084,UDAYKATI,100610
10063201,"WARD NO-01",100632
10063206,"WARD NO-06",100632
10063255,KHANJAPUR,100632
10063223,BARTHI,100632
10063231,BATAJORE,100632
10063208,"WARD NO-08",100632
10063238,CHANDSHI,100632
10063271,NALCHIRA,100632
10063205,"WARD NO-05",100632
10063294,SARIKAL,100632
10063209,"WARD NO-09",100632
10063263,MAHILARA,100632
10063207,"WARD NO-07",100632
10063667,HARINATHPUR,100636
10063681,"HIZLA GAURABDI",100636
10063613,"BARA JALIA",100636
10063694,MEMANIA,100636
10063627,DHULKHOLA,100636
10063654,GUABARIA,100636
10065143,"CHAR KOWA",100651
10065112,"WARD NO-12",100651
10065125,"WARD NO-25",100651
10065106,"WARD NO-06",100651
10065126,"WARD NO-26",100651
10065103,"WARD NO-03",100651
10065115,"WARD NO-15",100651
10065127,"WARD NO-27",100651
10065116,"WARD NO-16",100651
10065105,"WARD NO-05",100651
10065133,"CHANDRA MOHAN",100651
10065119,"WARD NO-19",100651
10065123,"WARD NO-23",100651
10065120,"WARD NO-20",100651
10065109,"WARD NO-09",100651
10065129,"WARD NO-29",100651
10065194,TUNGIBARIA,100651
10065121,"WARD NO-21",100651
10065130,"WARD NO-30",100651
10065111,"WARD NO-11",100651
10065104,"WARD NO-04",100651
10065117,"WARD NO-17",100651
10065101,"WARD NO-01",100651
10065118,"WARD NO-18",100651
10065151,"CHAR MONAI",100651
10065128,"WARD NO-28",100651
10065132,CHANDPURA,100651
10065186,SHAYESTABAD,100651
10065134,"CHAR BARIA",100651
10065122,"WARD NO-22",100651
10065160,JAGUA,100651
10065177,"ROY PASHA KARAPUR",100651
10065169,KASHIPUR,100651
10065102,"WARD NO-02",100651
10065108,"WARD NO-08",100651
10065113,"WARD NO-13",100651
10065114,"WARD NO-14",100651
10065124,"WARD NO-24",100651
10066202,"WARD NO-02",100662
10066271,JANGALIA,100662
10066294,ULANIA,100662
10066213,ALIMABAD,100662
10066215,"ANDHAR MANIK",100662
10066279,LATA,100662
10066223,"BHASAN CHAR",100662
10066231,BIDYANANDAPUR,100662
10066239,CHANDPUR,100662
10066247,"CHAR EKKARIA",100662
10066263,"DARI CHAR KHAJURIA",100662
10066204,"WARD NO-04",100662
10066255,"CHAR GOPALPUR",100662
10066209,"WARD NO-09",100662
10066287,MEHENDIGANJ,100662
10066203,"WARD NO-03",100662
10066205,"WARD NO-05",100662
10066911,BATAMARA,100669
10066959,MULADI,100669
10066947,"KAZIR CHAR",100669
10066971,NAZIRPUR,100669
10066935,GACHHUA,100669
10066983,SAFIPUR,100669
10066923,"CHAR KALEKHAN",100669
10066903,"WARD NO-03",100669
10066905,"WARD NO-05",100669
10066906,"WARD NO-06",100669
10066904,"WARD NO-04",100669
10066901,"WARD NO-01",100669
10069421,"BARA KOTHA",100694
10069410,BAMRAIL,100694
10069494,SHOLAK,100694
10069452,JALLA,100694
10069463,OTRA,100694
10069442,HARTA,100694
10069431,GUTHIA,100694
10069473,SATLA,100694
10069484,SHIKARPUR,100694
10091851,ILLISHA,100918
10091865,"UTTAR DIGHALDI",100918
10091836,DHANIA,100918
10091821,"CHAR SAMAIA",100918
10091814,BAPTA,100918
10091880,"DAKSHIN DIGHALDI",100918
10091887,VEDURIA,100918
10091812,ALINAGAR,100918
10091855,"PASCHIM ILISHA",100918
10091808,"WARD NO-08",100918
10091804,"WARD NO-04",100918
10091803,"WARD NO-03",100918
10091809,"WARD NO-09",100918
10091801,"WARD NO-01",100918
10091806,"WARD NO-06",100918
10091894,"BHELU MIAH",100918
10091829,"CHAR SHIBPUR",100918
10091802,"WARD NO-02",100918
10091858,KACHIA,100918
10091873,RAJAPUR,100918
10091807,"WARD NO-07",100918
10091805,"WARD NO-05",100918
10092128,GANGAPUR,100921
10092106,"WARD NO-06",100921
10092116,"BARA MANIKA",100921
10092138,"HASSAN NAGAR",100921
10092166,PAKSHIA,100921
10092102,"WARD NO-02",100921
10092157,KUTBA,100921
10092147,KACHIA,100921
10092119,DEULA,100921
10092176,SACHRA,100921
10092195,TABGI,100921
10092108,"WARD NO-08",100921
10092557,HAZARIGANJ,100925
10092515,AMINABAD,100925
10092511,"ABU BAKARPUR",100925
10092528,"CHAR KALMI",100925
10092585,NURABAD,100925
10092538,"CHAR MADRAS",100925
10092519,ASLAMPUR,100925
10092513,ABDULLAPUR,100925
10092576,NILKAMAL,100925
10092553,EWAJPUR,100925
10092588,RASULPUR,100925
10092514,"ADHAKHA NAZRUL NAGAR",100925
10092547,"CHAR MANIKA",100925
10092504,"WARD NO-04",100925
10092573,MUJIBNAGAR,100925
10092508,"WARD NO-08",100925
10092501,"WARD NO-01",100925
10092566,JINNAGHAR,100925
10092509,"WARD NO-09",100925
10092595,OSMANGANJ,100925
10092551,"DHAL CHAR",100925
10092563,JAHANPUR,100925
10092505,"WARD NO-05",100925
10092570,"CHAR KUKRI MUKRI",100925
10092502,"WARD NO-02",100925
10092507,"WARD NO-07",100925
10092995,SAIDPUR,100929
10092919,"CHAR KHALIFA",100929
10092985,"DAKSHIN JOYNAGAR",100929
10092976,"UTTAR JOYNAGAR",100929
10092928,"CHAR PATA",100929
10092904,"WARD NO-04",100929
10092907,"WARD NO-07",100929
10092909,"WARD NO-09",100929
10092957,MEDUA,100929
10095428,"DHALI GAURNAGAR",100954
10095457,LALMOHAN,100954
10095447,KALMA,100954
10095419,"CHAR BHUTA",100954
10095402,"WARD NO-02",100954
10095466,"LORD HARDINJE",100954
10095416,BADARPUR,100954
10095438,FARAZGANJ,100954
10095470,"PASCHIM CHAR UMED",100954
10095406,"WARD NO-06",100954
10095409,"WARD NO-09",100954
10095407,"WARD NO-07",100954
10095476,RAMAGANJ,100954
10095408,"WARD NO-08",100954
10095404,"WARD NO-04",100954
10095401,"WARD NO-01",100954
10096523,HAJIRHAT,100965
10096571,"UTTAR SAKUCHIA",100965
10096547,MANPURA,100965
10096521,"DAKSHIN SAKUCHIA",100965
10099138,CHANCHRA,100991
10099157,CHANDPUR,100991
10099176,SONAPUR,100991
10099119,"BARA MALANCHA",100991
10099185,SHAMBHUPUR,100991
10424085,PONABALIA,104240
10424017,BASANDA,104240
10424066,KIRTIPASHA,104240
10424028,"GABKHAN DHANSIRI",104240
10424038,"GABHA RAMCHANDRAPUR",104240
10424076,NABAGRAM,104240
10424063,NATHULLABAD,104240
10424019,BINOYKATI,104240
10424005,"WARD NO-05",104240
10424095,SEKHERHAT,104240
10424006,"WARD NO-06",104240
10424001,"WARD NO-01",104240
10424002,"WARD NO-02",104240
10424008,"WARD NO-08",104240
10424003,"WARD NO-03",104240
10424057,KEORA,104240
10424004,"WARD NO-04",104240
10424315,AMUA,104243
10424394,SAULAJALIA,104243
10424363,KANTHALIA,104243
10424331,AWRABUNIA,104243
10424347,"CHENCHRI RAMPUR",104243
10424379,PATKHALGHATA,104243
10427384,SIDDHAKATI,104273
10427394,SUBIDPUR,104273
10427342,MAGAR,104273
10427308,"WARD NO-08",104273
10427315,DAPDAPIA,104273
10427336,MOLLAHAT,104273
10427313,BHARABPASHA,104273
10427352,"NACHAN MOHAL",104273
10427373,RANAPASHA,104273
10427321,KULKATI,104273
10427309,"WARD NO-09",104273
10427331,KUSANGHAL,104273
10427304,"WARD NO-04",104273
10427302,"WARD NO-02",104273
10427301,"WARD NO-01",104273
10427303,"WARD NO-03",104273
10427306,"WARD NO-06",104273
10428427,GALUA,104284
10428413,BARAMAIA,104284
10428440,MATHBARI,104284
10428454,RAJAPUR,104284
10428481,SUKTAGARH,104284
10428467,SATURIA,104284
10783865,KANAKDIA,107838
10783883,NOAMALA,107838
10783841,DHULIA,107838
10783802,"WARD NO-02",107838
10783829,BAUPHAL,107838
10783810,ADABARIA,107838
10783895,SURJYAMANI,107838
10783847,"KANCHI PARA",107838
10783811,BAGA,107838
10783889,NAZIRPUR,107838
10783804,"WARD NO-04",107838
10783871,KESHABPUR,107838
10783877,MADANPURA,107838
10783835,DASPARA,107838
10783859,KALISURI,107838
10783853,KALAIYA,107838
10785210,ALIPUR,107852
10785231,BANSHBARIA,107852
10785221,BAHRAMPUR,107852
10785284,RANGOPALDI,107852
10785242,"BETAGI SANKIPURA",107852
10785252,DASHMINA,107852
10785547,LEBUKHALI,107855
10785588,PANGASHIA,107855
10785519,ANGARIA,107855
10785581,MURADIA,107855
10785593,SREERAMPUR,107855
10785708,"WARD NO-08",107857
10785739,"CHAR KAJAL",107857
10785772,GOLKHALI,107857
10785711,AMKHOLA,107857
10785755,DAKUA,107857
10785767,GALACHIPA,107857
10785769,GAZALIA,107857
10785722,BAKULBARIA,107857
10785778,PANPATTY,107857
10785794,"RATANDI TALTALI",107857
10785775,KALAGACHHIA,107857
10785737,"CHAR BISWAS",107857
10785750,CHIKNIKANDI,107857
10785706,"WARD NO-06",107857
10785709,"WARD NO-09",107857
10785704,"WARD NO-04",107857
10786647,"LATA CHAPLI",107866
10786671,NILGANJ,107866
10786629,DHULASAR,107866
10786659,MITHAGANJ,107866
10786683,TIAKHALI,107866
10786635,LALUA,107866
10786611,CHAKAMAIYA,107866
10786610,BALIATALI,107866
10786615,DALBUGANJ,107866
10786655,DHANKHALI,107866
10786613,CHAMPAPUR,107866
10786609,"WARD NO-09",107866
10786603,"WARD NO-03",107866
10786602,"WARD NO-02",107866
10786604,"WARD NO-04",107866
10786601,"WARD NO-01",107866
10786607,"WARD NO-07",107866
10786623,MOHIPUR,107866
10787613,AMRAGACHHIA,107876
10787654,MADHABKHALI,107876
10787681,MIRZAGANJ,107876
10787667,MAJIDBARI,107876
10787627,"DEULI SUBIDKHALI",107876
10787640,KAKRABUNIA,107876
10789520,ITABARIA,107895
10789567,MADARBUNIA,107895
10789509,"WARD NO-09",107895
10789506,"WARD NO-06",107895
10789527,JAINKATI,107895
10789561,LAUKATI,107895
10789510,AULIAPUR,107895
10789511,BADARPUR,107895
10789531,"BARA BIGHAI",107895
10789574,MARICHBUNIA,107895
10789540,KAMALAPUR,107895
10789513,"CHHOTA BIGHAI",107895
10789533,KALIKAPUR,107895
10789501,"WARD NO-01",107895
10789554,LOHALIA,107895
10789504,"WARD NO-04",107895
10789505,"WARD NO-05",107895
10789503,"WARD NO-03",107895
10789507,"WARD NO-07",107895
10789508,"WARD NO-08",107895
10789783,RANGABALI,107897
10789727,"BARA BAISDIA",107897
10789732,CHALITABUNIA,107897
10789734,"CHAR MONTAZ",107897
10789744,"CHHOTA BAISDIA",107897
10791423,BHITABARIA,107914
10791447,GAURIPUR,107914
10791471,NUDMULLA,107914
10791459,IKRI,107914
10791411,BHANDARIA,107914
10791435,DHAOA,107914
10791483,TELIKHALI,107914
10794715,AMRAJURI,107947
10794747,KAWKHALI,107947
10794763,"SAYNA RAGHUNATHPUR",107947
10794731,"CHIRA PARA PARSATURIA",107947
10794779,SHIALKATI,107947
10795886,TIKIKATA,107958
10795843,DHANISAFA,107958
10795815,AMRAGACHHIA,107958
10795869,MIRUKHALI,107958
10795817,"BARA MACHHUA",107958
10795825,"BETMORE RAJPARA",107958
10795877,SAPLEZA,107958
10795851,GULISHAKHALI,107958
10795834,DAUDKHALI,107958
10795806,"WARD NO-06",107958
10795808,"WARD NO-08",107958
10795801,"WARD NO-01",107958
10795803,"WARD NO-03",107958
10795860,MATHBARIA,107958
10795894,TUSHKHALI,107958
10795807,"WARD NO-07",107958
10797631,MALIKHALI,107976
10797621,"DEULBARI DOBRA",107976
10797652,NAZIRPUR,107976
10797663,SEKHMATIA,107976
10797625,KOLARDOANIA,107976
10797684,"SREERAMKATI UNION",107976
10797642,MATIBHANGA,107976
10797610,"DIRGHA UNION",107976
10797673,SHANKHARIKATI,107976
10798001,"WARD NO-01",107980
10798008,"WARD NO-08",107980
10798007,"WARD NO-07",107980
10798017,DURGAPUR,107980
10798069,SHANKARPASHA,107980
10798025,"KADAMTALA UNION",107980
10798004,"WARD NO-04",107980
10798034,KALAKHALI,107980
10798077,"SARIKTALA DUMRITALA",107980
10798086,"SIKDAR MALLIK",107980
10798009,"WARD NO-09",107980
10798094,TONA,107980
10798005,"WARD NO-05",107980
10798003,"WARD NO-03",107980
10798002,"WARD NO-02",107980
10798728,DAIHARI,107987
10798719,BALDIA,107987
10798705,"WARD NO-05",107987
10798795,"NESARABAD (SWARUPKATI)",107987
10798766,SARENGKATI,107987
10798776,SOHAGDAL,107987
10798747,JALABARI,107987
10798717,"ATGHAR KURIANA UNION",107987
10798785,SUTIAKATI,107987
10798738,"GUAREKHA UNION",107987
10798757,SAMUDAYKATI,107987
10798704,"WARD NO-04",107987
10798701,"WARD NO-01",107987
10798703,"WARD NO-03",107987
10799015,"BALI PARA",107990
10799043,PARERHAT,107990
10799051,PATTASHI,107990
20030431,ALIKADAM,200304
20030463,CHOKHYONG,200304
20031407,"WARD NO-07",200314
20031406,"WARD NO-06",200314
20031447,RAJBILA,200314
20031415,BANDARBAN,200314
20031402,"WARD NO-02",200314
20031401,"WARD NO-01",200314
20031405,"WARD NO-05",200314
20031431,KUHALONG,200314
20031403,"WARD NO-03",200314
20031463,SUWALAK,200314
20031408,"WARD NO-08",200314
20035115,AZIZNAGAR,200351
20035127,FAITANG,200351
20035131,FASYAKHALI,200351
20035147,GAJALIA,200351
20035108,"WARD NO-08",200351
20035103,"WARD NO-03",200351
20035102,"WARD NO-02",200351
20035163,LAMA,200351
20035105,"WARD NO-05",200351
20035179,SARAI,200351
20035168,RUPSHIPARA,200351
20037319,BAISHARI,200373
20037376,NAIKHONGCHHARI,200373
20037338,DOCHHARI,200373
20037357,GHUMDUM,200373
20038919,ALIKHONG,200389
20038976,TARACHHA,200389
20038957,ROWANGCHHARI,200389
20039176,RUMA,200391
20039519,BALIPARA,200395
20039557,THANCHI,200395
20120285,MOGRA,201202
20120290,"UTTAR AKHAURA",201202
20120205,"WARD NO-05",201202
20120203,"WARD NO-03",201202
20120257,DHARKHAR,201202
20120276,MANIAND,201202
20120207,"WARD NO-07",201202
20120202,"WARD NO-02",201202
20120219,"DAKSHIN AKHAURA",201202
20120488,TEZKHALI,201204
20120481,SALIMABAD,201204
20120414,AYUBPUR,201204
20120454,MANIKPUR,201204
20120494,BANCHHARAMPUR,201204
20120483,SONARAMPUR,201204
20120423,DARIADAULAT,201204
20120459,DARIKANDI,201204
20120468,FARDABAD,201204
20120430,PAHARIAKANDI,201204
20120477,"UJAN CHAR",201204
20120445,RUPASDI,201204
20120436,SAIFULLAKANDI,201204
20120766,PAHARPUR,201207
20120772,PATTAN,201207
20120728,BUDHANTI,201207
20120791,"UTTAR ICHHAPUR",201207
20120743,CHAMPAKNAGAR,201207
20120796,BISHNUPUR,201207
20120756,HARASHPUR,201207
20120752,"DAKSHIN SINGERBIL",201207
20120732,CHANDURA,201207
20120736,"CHAR ISLMAPUR",201207
20121383,RAMRAIL,201213
20121317,BASUDEB,201213
20121348,"DAKSHIN NATAI",201213
20121302,"WARD NO-02",201213
20121305,"WARD NO-05",201213
20121381,"PURBA TALSAHAR",201213
20121361,MAJLISHPUR,201213
20121393,"UTTAR NATAI",201213
20121310,"WARD NO-10",201213
20121311,"WARD NO-11",201213
20121312,"WARD NO-12",201213
20121388,SULTANPUR,201213
20121394,BUDHAL,201213
20121309,"WARD NO-09",201213
20121304,"WARD NO-04",201213
20121308,"WARD NO-08",201213
20121301,"WARD NO-01",201213
20121303,"WARD NO-03",201213
20121359,MACHHIHATA,201213
20121386,SADEKPUR,201213
20121307,"WARD NO-07",201213
20121350,SHUHILPUR,201213
20123338,DURGAPUR,201233
20123383,TARUA,201233
20123326,"CHAR CHARTALA",201233
20123312,ARAISIDHA,201233
20123314,ASHUGANG,201233
20123374,"PASCHIM TALSAHAR",201233
20123377,SHARIFPUR,201233
20123342,LALPUR,201233
20126337,BINAUTI,201263
20126363,"KASBA PASCHIM",201263
20126304,"WARD NO-04",201263
20126369,KUTI,201263
20126365,KHERERA,201263
20126350,GOPINATHPUR,201263
20126331,BAYEK,201263
20126382,MEHARI,201263
20126318,BADAIR,201263
20126394,MULGRAM,201263
20126305,"WARD NO-05",201263
20126356,KAIMPUR,201263
20126307,"WARD NO-07",201263
20126308,"WARD NO-08",201263
20126302,"WARD NO-02",201263
20126303,"WARD NO-03",201263
20128504,"WARD NO-04",201285
20128581,BARAIL,201285
20128540,"KAITALA DAKSHIN",201285
20128518,BIRGAON,201285
20128542,"KAITALA UTTAR",201285
20128527,IBRAHIMPUR,201285
20128513,BIDDYAKUT,201285
20128522,"BITGHAR (TIARA)",201285
20128505,"WARD NO-05",201285
20128560,"PASCHIM NABINAGAR",201285
20128583,SATMURA,201285
20128586,SHIBPUR,201285
20128547,"LAUR FATEHPUR",201285
20128590,SREERAMPUR,201285
20128536,JUNEDPUR,201285
20128567,RASULLABAD,201285
20128545,KRISHNANAGAR,201285
20128572,RATANPUR,201285
20128502,"WARD NO-02",201285
20128506,"WARD NO-06",201285
20128558,NATGHAR,201285
20128575,SALIMGANJ,201285
20128509,"WARD NO-09",201285
20128588,SHYAMGRAM,201285
20129029,CHATALPAR,201290
20129017,BOLAKOT,201290
20129014,BURISHWAR,201290
20129087,NASIRNAGAR,201290
20129036,"DHAR MANDAL",201290
20129043,FANDAUK,201290
20129051,GOALNAGAR,201290
20129058,GOKARNA,201290
20129065,GUNIAK,201290
20129073,HARIPUR,201290
20129021,CHAPARTALA,201290
20129080,KUNDA,201290
20129094,PURBABAGH,201290
20129438,NOAGAON,201294
20129413,AORAIL,201294
20129494,"UTTAR PANISAR",201294
20129419,CHUNTA,201294
20129490,SHAHJADAPUR,201294
20129428,KALIKACHCHHA,201294
20129447,"PAK SHIMUL",201294
20129476,SARAIL,201294
20129485,SHAHBAZPUR,201294
20132254,CHANDRA,201322
20132218,ASHIKATI,201322
20132210,"WARD NO-10",201322
20132207,"WARD NO-07",201322
20132206,"WARD NO-06",201322
20132211,"WARD NO-11",201322
20132212,"WARD NO-12",201322
20132285,RAMPUR,201322
20132231,BISHNUPUR,201322
20132209,"WARD NO-09",201322
20132214,"WARD NO-14",201322
20132222,BAGHADI,201322
20132227,BALIA,201322
20132290,"LAKSHMIPUR MODEL",201322
20132213,"WARD NO-13",201322
20132208,"WARD NO-08",201322
20132203,"WARD NO-03",201322
20132220,KALYANPUR,201322
20132294,"TARPUR CHANDI",201322
20132267,MAISHADI,201322
20132258,"HANAR CHAR",201322
20132281,"SHAH MAHMUDPUR",201322
20132201,"WARD NO-01",201322
20132204,"WARD NO-04",201322
20132202,"WARD NO-02",201322
20132205,"WARD NO-05",201322
20132276,RAJRAJESHWAR,201322
20132215,"WARD NO-15",201322
20134541,"UTTAR GOBINDAPUR",201345
20134523,"PASCHIM CHAR DUKHIA",201345
20134507,"WARD NO-07",201345
20134583,"DAKSHIN RUPSA",201345
20134517,"PURBA CHAR DUKHIA",201345
20134553,"PURBA GUPTI",201345
20134577,"UTTAR RUPSA",201345
20134513,"PURBA BALUTHUPA",201345
20134589,"PURBA SUBIDPUR",201345
20134511,"PASCHIM BALUTHUPA",201345
20134535,"DAKSHIN FARIDGANJ",201345
20134508,"WARD NO-08",201345
20134571,"DAKSHIN PAIK PARA",201345
20134547,"DAKSHIN GOBINDAPUR",201345
20134595,"PASCHIM SUBIDPUR",201345
20134565,"UTTAR PAIKPARA",201345
20134502,"WARD NO-02",201345
20134559,"PASCHIM GUPTI",201345
20134509,"WARD NO-09",201345
20134504,"WARD NO-04",201345
20134503,"WARD NO-03",201345
20134771,NILKAMAL,201347
20134723,"DAKSHIN ALGI DURGAPUR",201347
20134711,"UTTAR ALGI DURGAPUR",201347
20134735,"CHAR BHAIRABI",201347
20134747,"HAIM CHAR",201347
20134902,"WARD NO-02",201349
20134904,"WARD NO-04",201349
20134955,"DAKSHIN KALOCHO",201349
20134920,"PASCHIM BARKUL",201349
20134975,BAKILA,201349
20134935,HAJIGANJ,201349
20134965,"HATILA PURBA",201349
20134918,"PURBA BARKUL",201349
20134930,"DAKSHIN GANDHARBAPUR",201349
20134960,"PACHIM HATILA",201349
20134906,"WARD NO-06",201349
20134905,"WARD NO-05",201349
20134908,"WARD NO-08",201349
20134925,"UTTAR GANDHARABPUR",201349
20134950,"UTTAR KALOCHO",201349
20134903,"WARD NO-03",201349
20134970,"UTTAR RAJARGAON",201349
20135813,ASHRAFPUR,201358
20135823,"UTTAR GOHAT",201358
20135863,KARAIA,201358
20135803,"WARD NO-03",201358
20135847,"DAKSHIN KACHUA",201358
20135855,KADLA,201358
20135815,BITARA,201358
20135879,PATHAIR,201358
20135887,"PURBA SAHADEBPUR",201358
20135806,"WARD NO-06",201358
20135831,"DAKSHIN GOHAT",201358
20135894,"PASCHIM SAHADEBPUR",201358
20135807,"WARD NO-07",201358
20135808,"WARD NO-08",201358
20135801,"WARD NO-01",201358
20135802,"WARD NO-02",201358
20135871,SACHAR,201358
20135839,"UTTAR KACHUA",201358
20137634,KHADERGAON,201376
20137660,"UTTAR UPADI",201376
20137602,"WARD NO-02",201376
20137606,"WARD NO-06",201376
20137656,"UTTAR NAYERGAON",201376
20137682,"DAKHSIN NAYERGAON",201376
20137643,NARAYANPUR,201376
20137608,"WARD NO-08",201376
20137607,"WARD NO-07",201376
20137686,"DAKSHIN UPADI",201376
20137609,"WARD NO-09",201376
20137603,"WARD NO-03",201376
20137601,"WARD NO-01",201376
20137604,"WARD NO-04",201376
20137938,MOHANPUR,201379
20137964,SADULLAPUR,201379
20137904,"WARD NO-04",201379
20137911,BAGANBARI,201379
20137913,FARAJIKANDI,201379
20137921,EKLASPUR,201379
20137990,SULTANABAD,201379
20137932,KALAKANDA,201379
20137915,DURGAPUR,201379
20137917,"PURBA FATEHPUR",201379
20137994,"PASCHIM FATEHPUR",201379
20137973,SATNAL,201379
20137906,"WARD NO-06",201379
20137907,"WARD NO-07",201379
20137925,ISLAMABAD,201379
20137930,JAHIRABAD,201379
20137923,GAJRA,201379
20137901,"WARD NO-01",201379
20137908,"WARD NO-08",201379
20139582,"DAKSHIN ROYSREE",201395
20139580,"UTTAR ROYSREE",201395
20139502,"WARD NO-02",201395
20139596,"TAMTA UTTAR",201395
20139560,"UTTAR MEHER",201395
20139565,"DAKSHIN MEHER",201395
20139509,"WARD NO-09",201395
20139515,"EAST CHITASI",201395
20139520,"WEST CHITASI",201395
20139590,"DAKSHIN SUCHI PARA",201395
20139585,"UTTAR SUCHI PARA",201395
20139595,"TAMTA DAKSHIN",201395
20139504,"WARD NO-04",201395
20139501,"WARD NO-01",201395
20139505,"WARD NO-05",201395
20139507,"WARD NO-07",201395
20139506,"WARD NO-06",201395
20150415,ANOWARA,201504
20150428,BARAKHAIN,201504
20150447,BURUMCHHARA,201504
20150476,HAILDHAR,201504
20150457,BATTALI,201504
20150438,BARASAT,201504
20150466,CHATARI,201504
20150495,ROYPUR,201504
20150419,"BAIRAG (PART)",201504
20150481,JUIDANDI,201504
20150485,PARAIKORA,201504
20150601,"WARD NO-01",201506
20150602,"WARD NO-02",201506
20150603,"WARD NO-03",201506
20150698,"CHITTAGANG CNT.",201506
20150844,KALIPUR,201508
20150803,"WARD NO-03",201508
20150863,PUICHHARI,201508
20150856,KHANKHANABAD,201508
20150850,KATHARIA,201508
20150811,BAHARCHHARA,201508
20150812,BAILCHHARI,201508
20150875,SADHANPUR,201508
20150894,SILKUP,201508
20150818,CHAMBAL,201508
20150869,PUKURIA,201508
20150806,"WARD NO-06",201508
20150831,GANDAMARA,201508
20150888,SEKHERKHIL,201508
20150882,SARAL,201508
20150802,"WARD NO-02",201508
20150809,"WARD NO-09",201508
20150825,CHHANUA,201508
20151018,"WARD NO-18",201510
20151017,"WARD NO-17",201510
20151035,"WARD NO-35 (PART)",201510
20151019,"WARD NO-19",201510
20151257,POPADIA,201512
20151247,KANDHURKHIL,201512
20151219,AMUCHIA,201512
20151250,"PASCHIM GOMDANDI",201512
20151266,SAROATALI,201512
20151276,SAKPURA,201512
20151238,"PURBA GOMDANDI",201512
20151228,CHARANDWIP,201512
20151217,"AHLA KARALDANGA",201512
20151285,"SREEPUR KHARANDWIP",201512
20151819,BARKAL,201518
20151802,"WARD NO-02",201518
20151813,BAILTALI,201518
20151828,BARAMA,201518
20151885,KANCHANABAD,201518
20151847,DOHAZARI,201518
20151866,HASHIMPUR,201518
20151838,DHOPACHHARI,201518
20151804,"WARD NO-04",201518
20151876,JOARA,201518
20151809,"WARD NO-09",201518
20151895,SATBARIA,201518
20151803,"WARD NO-03",201518
20151905,"WARD NO-05",201519
20151904,"WARD NO-04",201519
20151906,"WARD NO-06",201519
20152037,"WARD NO-37",201520
20152039,"WARD NO-39",201520
20152038,"WARD NO-38",201520
20152827,"WARD NO-27",201528
20152824,"WARD NO-24 (PART)",201528
20152823,"WARD NO-23",201528
